№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
78094592-ОИ3,262013.000.000011,Компьютер,14624609-1 Приобретение персональных компьютеров,Компьютер,40,19 642 856.80,Из одного источника по несостоявшимся закупкам,Закупка состоялась
77404163-ОИ4,262013.000.000011,Компьютер,14624598-1 Приобретение персональных компьютеров,Компьютер,40,19 642 857.20,Из одного источника по несостоявшимся закупкам,Закупка состоялась
78061866-ОК1,262013.000.000011,Компьютер,14557929-2 Компьютеры для офиса,Компьютер,165,70 125 000.00,Открытый конкурс,Закупка состоялась
74179225-ОИ2,262013.000.000011,Компьютер,14611500-1 Приобретение товара - Компьютер,Компьютер,60,20 076 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
73012333-ОК1,262013.000.000011,Компьютер,14534746-2 Үстел компьютерлерін сатып алу,Компьютер,100,33 934 821.00,Открытый конкурс,Закупка состоялась
74323711-ОК1,262013.000.000011,Компьютер,"14538374-2 Государственная закупка для КГП на праве хозяйственного ведения ""Шиелийская многопрофильная центральная районная больница"" управления здравоохранения Кызылординской области""",Компьютер,49,15 680 000.00,Открытый конкурс,Закупка состоялась
71881911-ОК1,262013.000.000011,Компьютер,14536471-2 Государственная закупка товара для РГУ «Войсковая часть 65235» Министерства обороны Республики Казахстан способом открытого конкурса,Компьютер,273,134 062 497.66,Открытый конкурс,Закупка состоялась
73420118-ОК1,262013.000.000011,Компьютер,14539176-2 Компьютер в комплекте,Компьютер,180,55 800 000.00,Открытый конкурс,Закупка состоялась
78247239-ЗЦП2,262013.000.000011,Компьютер,14571964-1 Компьютер офисный (универсальный) в полном комплекте,Компьютер,50,24 553 571.00,Запрос ценовых предложений,Закупка состоялась
77294667-ОК1,262013.000.000011,Компьютер,14558029-1 Приобретение компьютера в комплекте для вспомогательных служб,Компьютер,50,22 321 428.50,Открытый конкурс,Закупка состоялась
75700711-ОК1,262013.000.000011,Компьютер,14501472-2 Моноблок в комплекте с клавиатурой и мышкой,Компьютер,30,20 880 000.00,Открытый конкурс,Закупка состоялась
78394304-ОК1,262013.000.000011,Компьютер,14545859-1 Приобретение компьютеров в комплекте для КМФК и территориальных департаментов КМФК,Компьютер,49,16 628 106.39,Открытый конкурс,Закупка состоялась
78383354-ЗЦП1,262013.000.000011,Компьютер,14512784-1 Приобретение персональных компьютеров в комплекте согласно технической спецификации,Компьютер,40,19 622 535.60,Запрос ценовых предложений,Закупка состоялась
78530472-ОК1,262013.000.000011,Компьютер,"14510386-1 Компьютер в комплекте для КГУ ""Специализированная школа-лицей-интернат имени Жамбыла"" управления образования Карагандинской области",Компьютер,100,26 785 714.00,Открытый конкурс,Закупка состоялась
74318037-ОК1,262013.000.000011,Компьютер,14499662-1 Приобретение компьютеров в комплекте,Компьютер,34,17 003 035.86,Открытый конкурс,Закупка состоялась
78087864-ОК1,262013.000.000011,Компьютер,14414244-2 Приобретение компьютеров в комплекте для Мунайлинская районная больница,Компьютер,73,41 610 000.00,Открытый конкурс,Закупка состоялась
77958700-ОИ2,262013.000.000011,Компьютер,"14420149-1 Моноблок, г. Астана",Компьютер,80,28 213 571.20,Из одного источника по несостоявшимся закупкам,Закупка состоялась
72318241-ОК1,262013.000.000011,Компьютер,14418700-1 Государственная закупка товара для РГУ «Министерство финансов Республики Казахстан» способом открытого конкурса,Компьютер,1061,528 350 891.45,Открытый конкурс,Закупка состоялась
75080773-ОК1,262013.000.000011,Компьютер,"14285390-2 Закуп товаров, согласно технической спецификации",Компьютер,50,27 550 000.00,Открытый конкурс,Закупка состоялась
74920372-ОК1,262013.000.000011,Компьютер,"14358890-2 Компьютеры в комплекте для КГУ ""Специализированная школа-лицей-интернат ""Информационных технологий"" управления образования Карагандинской области",Компьютер,50,26 785 710.00,Открытый конкурс,Закупка состоялась
74853795-ОК1,262013.000.000011,Компьютер,"14331783-2 Приобретение компьютер в комплекте. КГУ ""Специализированная школа-лицей-интернат"" Дарын""",Компьютер,50,18 973 214.00,Открытый конкурс,Закупка состоялась
76414517-ОК1,262013.000.000011,Компьютер,"14317692-3 Приобретение моноблока для ГУ ""Аппарат акима Зерендинского района""",Компьютер,38,17 405 356.98,Открытый конкурс,Закупка состоялась
77938586-ЗЦП1,262013.000.000011,Компьютер,14339904-1 Тапсырыс берушінің техникалық сипаттамасына сәйкес компьютерлерді жиынтықта сатып алу.,Компьютер,80,24 373 900.80,Запрос ценовых предложений,Закупка состоялась
77974774-ЗЦП3,262013.000.000011,Компьютер,14332369-1 Компьютер офисный (универсальный),Компьютер,40,17 857 142.80,Запрос ценовых предложений,Закупка состоялась
78057251-ОК1,262013.000.000011,Компьютер,14325954-1 Приобретение компьютеров в комплекте для КГУ «Отдел образования Айыртауского района» КГУ «Управление образования акимата Северо-Казахстанской области»,Компьютер,100,25 535 700.00,Открытый конкурс,Закупка состоялась
78008198-ОИ2,262013.000.000011,Компьютер,"14292254-1 Приобретение машин, оборудования, инструментов, производственного и хозяйственного инвентаря",Компьютер,40,19 642 857.20,Из одного источника по несостоявшимся закупкам,Закупка состоялась
77931479-ЗЦП3,262013.000.000011,Компьютер,14278666-1 Приобретение компьютеров в комплекте,Компьютер,34,16 696 428.28,Запрос ценовых предложений,Закупка состоялась
74612220-ОК1,262013.000.000011,Компьютер,14217368-2 Приобретение настольных моноблоков,Компьютер,50,24 899 000.00,Открытый конкурс,Закупка состоялась
78062111-ЗЦП2,262013.000.000011,Компьютер,14261831-1 Компьютер офисный (универсальный) в полном комплекте.,Компьютер,40,19 642 840.00,Запрос ценовых предложений,Закупка состоялась
77024170-ОК1,262013.000.000011,Компьютер,14254778-1 Государственные закупки для АО «Казтелерадио» способом открытого конкурса,Компьютер,200,87 500 000.00,Открытый конкурс,Закупка состоялась
78070383-ОИ2,262013.000.000011,Компьютер,"14251777-1 Приобретение машин, оборудования, инструментов, производственного и хозяйственного инвентаря",Компьютер,55,27 008 905.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
77952989-ЗЦП2,262013.000.000011,Компьютер,14238383-1 Компьютер офисный (универсальный)/,Компьютер,30,16 500 000.00,Запрос ценовых предложений,Закупка состоялась
78093531-ЗЦП1,262013.000.000011,Компьютер,14237953-1 приобретение компьютеров с комплектующими,Компьютер,50,19 419 643.00,Запрос ценовых предложений,Закупка состоялась
77835838-ЗЦП2,262013.000.000011,Компьютер,14223048-1 Приобретение компьютера в комплекте,Компьютер,50,24 553 571.00,Запрос ценовых предложений,Закупка состоялась
77908198-ЗЦП2,262013.000.000011,Компьютер,14212861-1 компьютеры в комплекте,Компьютер,50,24 200 000.00,Запрос ценовых предложений,Закупка состоялась
77959480-ОК1,262013.000.000011,Компьютер,14210751-1 Государственные закупки компьютеров,Компьютер,70,30 625 000.00,Открытый конкурс,Закупка состоялась
78038349-ЗЦП1,262013.000.000011,Компьютер,14209460-1 Компьютерлерді сатып алу/Приобретение компьютеров,Компьютер,45,22 098 214.35,Запрос ценовых предложений,Закупка состоялась
74462791-ОК1,262013.000.000011,Компьютер,14099681-2 Компьютер офисный (универсальный),Компьютер,40,23 571 428.40,Открытый конкурс,Закупка состоялась
75118180-ОК2,262013.000.000011,Компьютер,14182342-1 Приобретение компьютер в комплекте для ДП области Ұлытау,Компьютер,94,65 692 571.16,Открытый конкурс,Закупка состоялась
74417816-ОК2,262013.000.000011,Компьютер,14178569-1 Приобретение компьютера для ДП Кызылординской области,Компьютер,50,23 391 428.00,Открытый конкурс,Закупка состоялась
77867691-ЗЦП2,262013.000.000011,Компьютер,14172421-1 Компьютер офисный (универсальный),Компьютер,40,19 640 000.00,Запрос ценовых предложений,Закупка состоялась
77961989-ЗЦП1,262013.000.000011,Компьютер,14167402-1 Приобритение офисных компьютеров,Компьютер,40,19 642 857.20,Запрос ценовых предложений,Закупка состоялась
77877002-ЗЦП1,262013.000.000011,Компьютер,14166301-1 Приобретение офисного (универсальный) компьютера (согласно технической спецификации),Компьютер,55,27 008 928.10,Запрос ценовых предложений,Закупка состоялась
77949655-ЗЦП1,262013.000.000011,Компьютер,14161034-1 Приобретение компьютеров офисных (универсальных) согласно технической спецификации Заказчика,Компьютер,50,24 553 550.00,Запрос ценовых предложений,Закупка состоялась
77918723-ОК1,262013.000.000011,Компьютер,14157639-1 Приобретение компьютерной техники,Компьютер,50,24 450 000.00,Открытый конкурс,Закупка состоялась
77885757-ЗЦП1,262013.000.000011,Компьютер,14149683-1 Приобретение компьютера для нужд Вооруженных Сил Республики Казахстан.,Компьютер,50,24 200 000.00,Запрос ценовых предложений,Закупка состоялась
74924350-ОК1,262013.000.000011,Компьютер,13952895-3 Компьютер в комплекте,Компьютер,200,66 842 858.00,Открытый конкурс,Закупка состоялась
77908425-ЗЦП1,262013.000.000011,Компьютер,"14137556-1 Компьютер в комплекте: Монитор, системный блок, клавиатура, мышка. web-камера",Компьютер,50,24 553 550.00,Запрос ценовых предложений,Закупка состоялась
34972256-ОЛ-ЗЦП1,262013.000.000011,Компьютер,14126147-1 Приобретение моноблоков и компьютеров в комплекте,Приобретение моноблоков и компьютеров в комплекте,2,18 849 500.00,Запрос ценовых предложений,Закупка состоялась
77317574-ОК1,262013.000.000011,Компьютер,14012971-2 Государственные закупки для ГККП «Колледж №12» управления образования Туркестанской области способом открытого конкурса,Компьютер,87,47 480 173.44,Открытый конкурс,Закупка состоялась
77848438-ЗЦП1,262013.000.000011,Компьютер,14106591-1 Компьютеры в комплекте,Компьютер,40,19 360 000.00,Запрос ценовых предложений,Закупка состоялась
74837276-ОК1,262013.000.000011,Компьютер,14006135-2 Государственная закупка товара для ГУ «Департамент полиции Кызылординской области Министерства внутренних дел Республики Казахстан» способом открытого конкурса,Компьютер,382,170 535 713.74,Открытый конкурс,Закупка состоялась
74546134-ОК1,262013.000.000011,Компьютер,14072823-1 Приобретение компьютеров в комплекте,Компьютер,41,18 669 642.74,Открытый конкурс,Закупка состоялась
76280080-ОК1,262013.000.000011,Компьютер,13998909-2 компьютер в комплекте с защитой от кражи,Компьютер,150,37 500 000.00,Открытый конкурс,Закупка состоялась
74600088-ОК1,262013.000.000011,Компьютер,"13856126-3 Государственная закупка для КГУ ""Центр мобилизации и оперативных работ"" управления по мобилизационной подготовке Кызылординской области""",Компьютер,65,34 821 428.20,Открытый конкурс,Закупка состоялась
73840629-ОК1,262013.000.000011,Компьютер,13903241-1 Приобретение товаро-материальных ценностей УИС,Компьютер,140,43 750 000.00,Открытый конкурс,Закупка состоялась
76077713-ОК1,262013.000.000011,Компьютер,13843511-2 Товары для ОИТ,Компьютер,30,16 200 000.00,Открытый конкурс,Закупка состоялась
77014775-ОИ2,262013.000.000011,Компьютер,13829916-1 Товары для центра,Компьютер,89,31 150 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
77229840-ОК1,262013.000.000011,Компьютер,"13813904-1 Персональный компьютер в сборе (системный блок, монитор, мышь, клавиатура) (Б)",Компьютер,62,21 751 832.00,Открытый конкурс,Закупка состоялась
74786134-ОК1,262013.000.000011,Компьютер,13783654-1 Государственные закупки оборудования,Компьютер,140,77 000 000.00,Открытый конкурс,Закупка состоялась
75065309-АУК1,262013.000.000011,Компьютер,13735902-1 Компьютер в комплекте,Компьютер,295,73 782 898.40,Аукцион,Закупка состоялась
76856385-ОК1,262013.000.000011,Компьютер,13686354-1 Приобретение персональных компьютеров,Компьютер,32,15 571 428.48,Открытый конкурс,Закупка состоялась
72980452-КПКО1,262013.000.000011,Компьютер,"13428730-2 Приобретение компьютеров в комплекте для ГУ ""Аппарат акима города Экибастуза""",Компьютер,80,22 142 143.20,Конкурс с предварительным квалификационным отбором,Закупка состоялась
72846014-КПКО1,262013.000.000011,Компьютер,"13418242-1 Государственная закупка для КГП на праве хозяйственного ведения ""Областной перинатальный центр"" управления здравоохранения Кызылординской области""",Компьютер,50,21 500 000.00,Конкурс с предварительным квалификационным отбором,Закупка состоялась
71871639-КПКО1,262013.000.000011,Компьютер,13386426-1 «Қазақстан Республикасының Ұлттық ұлан Бас қолбасшылығы» РММ үшін біліктілікті алдын ала іріктеумен жүргізілетін конкурс тәсілімен тауарды мемлекеттік сатып алу,Компьютер,224,77 999 998.72,Конкурс с предварительным квалификационным отбором,Закупка состоялась
72183895-КПКО1,262013.000.000011,Компьютер,13337335-2 Приобретение компьютера в комплекте,Компьютер,50,19 151 785.50,Конкурс с предварительным квалификационным отбором,Закупка состоялась
71921900-КПКО1,262013.000.000011,Компьютер,13357688-1 Государственная закупка компьютеров на 2024 год,Компьютер,171,102 771 000.00,Конкурс с предварительным квалификационным отбором,Закупка состоялась
71611699-КПКО1,262013.000.000011,Компьютер,13182660-1 Приобретение компьютеров в комплекте,Компьютер,60,31 212 589.20,Конкурс с предварительным квалификационным отбором,Закупка состоялась
68746792-ОК2,262013.000.000011,Компьютер,"12843241-1 Компьютеры для АО ""КазНИИОР""",Компьютер,59,29 500 000.00,Открытый конкурс,Закупка состоялась
34165569-ОЛ-ОИ2,152032.990.000011,Туфли,13833167-1 Приобретение форменного обмундирования (обувь),Приобретение форменного обмундирования (обувь),6,15 207 401.82,Из одного источника по несостоявшимся закупкам,Закупка состоялась
35345877-ОЛ-ОК1,141211.290.000005,Костюм,"14268261-1 Костюм, куртка (20 лот) для ТОО ""Мангистауский атомный энергетический комбинат""","Костюм, куртка (20 лот)",20,38 363 477.00,Открытый конкурс,Закупка состоялась
37288963-ОЛ-ЗЦП1,139224.992.000000,Подушка,15045805-1 Государственные закупки согласно c технической спецификацией,Государственные закупки согласно c технической спецификацией,4,17 835 000.00,Запрос ценовых предложений,Закупка состоялась
34987920-ОЛ-ЗЦП1,139224.992.000000,Подушка,"14131778-1 Приобретение постельных принадлежностей (комплект постельного белья, подушки, наматрасник, покрывало)","Приобретение постельных принадлежностей (комплект постельного белья, подушки, наматрасники, покрывала)",4,29 400 000.00,Запрос ценовых предложений,Закупка состоялась
75833277-ОК1,139224.992.000000,Подушка,13809336-1 Приобретение постельные принадлежности,Подушка,20000,128 571 400.00,Открытый конкурс,Закупка состоялась
34018262-ОЛ-ЗЦП1,139224.992.000000,Подушка,13732035-1 Приобретение постельных принадлежностей согласно технической характеристике,Приобретение постельных принадлежностей согласно технической характеристике,7,25 406 397.00,Запрос ценовых предложений,Закупка состоялась
35345877-ОЛ-ОК1,141211.290.000001,Костюм,"14268261-1 Костюм, куртка (20 лот) для ТОО ""Мангистауский атомный энергетический комбинат""","Костюм, куртка (20 лот)",20,38 363 477.00,Открытый конкурс,Закупка состоялась
73705633-ОК5,141211.290.000018,Костюм,"14640016-1 Повторная государственная закупка товара ""Защитные костюмы класса А с возможностью голосового общения спасателей в комплекте с дыхательным аппаратом на сжатом воздухе"" согласно технической спецификации.",Костюм,3,20 089 287.00,Открытый конкурс,Закупка состоялась
76881220-ОК1,141221.290.000019,Костюм,14120515-1 +77172-777-383. Форменная одежда для сотрудников ПД САБ,Костюм,660,47 758 260.00,Открытый конкурс,Закупка состоялась
36315969-ОЛ-ЗЦП1,141230.100.000020,Фартук,"14640556-1 Халаты, рукавицы, жилеты","Халаты, рукавицы, жилеты",13,15 317 555.08,Запрос ценовых предложений,Закупка состоялась
38018060-ОЛ-ЗЦП1,141922.190.000001,Костюм,15375968-1 Приобретение мягкого инвентаря,Приобретение мягкого инвентаря,22,23 150 000.00,Запрос ценовых предложений,Закупка состоялась
77663205-ЗЦП1,141922.190.000001,Костюм,15090677-1 Костюм спортивный парадный (костюм и брюки),Костюм,468,31 455 997.56,Запрос ценовых предложений,Закупка состоялась
77663003-ЗЦП1,141922.190.000009,Костюм,"15090935-1 Костюм спортивный тренировочный (костюм, брюки)",Костюм,468,27 160 712.28,Запрос ценовых предложений,Закупка состоялась
77495940-ОК1,141922.190.000009,Костюм,14635011-1 Спортивная форма в комплекте,Костюм,150,18 000 000.00,Открытый конкурс,Закупка состоялась
77664313-ЗЦП1,141922.190.000027,Футболка,15090879-1 Приобретение футболки спортивной,Футболка,936,16 714 283.04,Запрос ценовых предложений,Закупка состоялась
35633487-ОЛ-ОИ2,141922.190.000027,Футболка,14402419-1 Государственные закупки летней одежды согласно технической спецификации [144],Государственные закупки летней одежды согласно технической спецификации [144],5,15 856 311.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
35093577-ОЛ-ЗЦП1,141922.190.000027,Футболка,14171999-1 Приобретение форменного обмундирования,Приобретение форменного обмундирования,15,15 271 554.55,Запрос ценовых предложений,Закупка состоялась
38662049-ОЛ-ОИ2,141922.190.000003,Костюм,15726445-1 Государственные закупки согласно технической спецификации,Государственные закупки согласно технической спецификации,6,20 824 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
80554386-ОК1,141922.190.000003,Костюм,15542646-1 Приобрентение зимней военной одежды,Костюм,324,16 200 000.00,Открытый конкурс,Закупка состоялась
79627250-ОК1,141922.190.000003,Костюм,15171319-1 Приобретение комплекта военной полевой формы (согл.тех.спец),Костюм,743,29 110 740.00,Открытый конкурс,Закупка состоялась
73799233-ОК1,141922.190.000003,Костюм,15155313-1 Приобретение форменного обмундирования,Костюм,1000,50 267 860.00,Открытый конкурс,Закупка состоялась
37358214-ОЛ-ОК1,141922.190.000003,Костюм,15076644-1 Приобретение форменного обмундирования,Приобретение форменного обмундирования,2,20 568 213.36,Открытый конкурс,Закупка состоялась
37129869-ОЛ-ЗЦП1,141922.190.000003,Костюм,14976552-1 Приобретение форменного обмундирования для сотрудников ДП Алматинской области,Приобретение форменного обмундирования для сотрудников ДП Алматинской области,18,78 530 020.38,Запрос ценовых предложений,Закупка состоялась
36763803-ОЛ-ЗЦП1,141922.190.000003,Костюм,"14819515-1 Приобретение форменного обмундирования (Костюм демисезонный для несения службы (для наружных служб), Костюм утепленный для несения службы (для наружных служб))","Приобретение форменного обмундирования (Костюм демисезонный для несения службы (для наружных служб), Костюм утепленный для несения службы (для наружных служб))/",2,15 679 642.50,Запрос ценовых предложений,Закупка состоялась
35093577-ОЛ-ЗЦП1,141922.190.000003,Костюм,14171999-1 Приобретение форменного обмундирования,Приобретение форменного обмундирования,15,15 271 554.55,Запрос ценовых предложений,Закупка состоялась
74174845-ОК1,141922.190.000003,Костюм,14123195-1 Государственные закупки форменного обмундирования для ДП города Астаны,Костюм,350,25 772 498.50,Открытый конкурс,Закупка состоялась
77710347-ЗЦП1,141922.190.000003,Костюм,14121712-1 Приобретение форменного обмундирования,Костюм,255,28 505 356.05,Запрос ценовых предложений,Закупка состоялась
73978261-ОК1,141922.190.000003,Костюм,14094207-1 Форменное обмундирование для ДП ВКО,Костюм,400,20 357 144.00,Открытый конкурс,Закупка состоялась
72464680-ОК1,141922.190.000003,Костюм,13451238-1 Государственная закупка товара для Уральского филиала РГКП «Военно-техническая школа Министерства обороны Республики Казахстан» способом открытого конкурса,Костюм,3204,43 373 124.72,Открытый конкурс,Закупка состоялась
72469208-ОК1,141922.190.000003,Костюм,13445742-1 Государственная закупка товара для Актюбинского филиала РГКП «Военно - техническая школа Министерства обороны Республики Казахстан» способом открытого конкурса,Костюм,4173,105 229 664.67,Открытый конкурс,Закупка состоялась
73216872-ОК2,141922.190.000021,Плащ,"14399158-1 Приобретение вещевого имущества для Коммунального государственного учреждение «Служба обеспечения мобилизационной подготовки, территориальной и гражданской обороны» государственного учреждения «Управление по мобилизационной подготовке и гражданской защите Павлодарской области",Плащ,1600,16 000 000.00,Открытый конкурс,Закупка состоялась
38018060-ОЛ-ЗЦП1,141922.290.000003,Костюм,15375968-1 Приобретение мягкого инвентаря,Приобретение мягкого инвентаря,22,23 150 000.00,Запрос ценовых предложений,Закупка состоялась
34987920-ОЛ-ЗЦП1,139212.530.000001,Наматрасник,"14131778-1 Приобретение постельных принадлежностей (комплект постельного белья, подушки, наматрасник, покрывало)","Приобретение постельных принадлежностей (комплект постельного белья, подушки, наматрасники, покрывала)",4,29 400 000.00,Запрос ценовых предложений,Закупка состоялась
80085291-ЗЦП2,221960.500.010004,Перчатки,15291491-1 Приобретение прочих товаров.,Перчатки,500000,25 000 000.00,Запрос ценовых предложений,Закупка состоялась
74623264-ОК2,221960.500.010004,Перчатки,14961547-1 Приобретение медицинских изделий,Перчатки,500000,15 000 000.00,Открытый конкурс,Закупка состоялась
80380952-ОК1,139224.300.000000,Мешок,15439331-1 Приобретение спального мешка с теплоизоляционным ковриком (каримат) (согл.тех.спец),Мешок,743,23 033 000.00,Открытый конкурс,Закупка состоялась
73341714-ОК1,139224.300.000000,Мешок,15266007-3 Государственные закупк и согласно конкурсной документации,Мешок,648,37 626 120.00,Открытый конкурс,Закупка состоялась
74838850-ОК1,139224.300.000000,Мешок,14172440-1 Мешок спальный с вкладышами и св.ковриком теплоизолирующим (каримат),Мешок,854,33 367 761.28,Открытый конкурс,Закупка состоялась
37294085-ОЛ-ОТ1,139224.992.000006,Пуф,"15047972-1 Мебель для ОК ""Сункар""","Мебель для АК ""Сункар""",21,64 505 300.00,Тендер,Закупка состоялась
75834493-ОК1,139224.991.000000,Одеяло,13809336-1 Приобретение постельные принадлежности,Одеяло,20000,130 982 000.00,Открытый конкурс,Закупка состоялась
73936475-ЗЦП1,141211.290.000013,Костюм,14144299-1 Летняя спец одежда,Костюм,1240,27 072 300.00,Запрос ценовых предложений,Закупка состоялась
38018060-ОЛ-ЗЦП1,141922.290.000013,Футболка,15375968-1 Приобретение мягкого инвентаря,Приобретение мягкого инвентаря,22,23 150 000.00,Запрос ценовых предложений,Закупка состоялась
79200398-ОК1,141922.190.000024,Плащ-накидка,"14871920-1 Государственные закупки вещевого имущества для военнослужащих Национальной гвардии Республики Казахстан на 2025 год способом открытого конкурса (плащ для военнослужащих, несущих службу по охране общественного порядка и безопасности)",Плащ-накидка,2000,24 642 860.00,Открытый конкурс,Закупка состоялась
77301292-ОК1,141922.190.000024,Плащ-накидка,14061697-1 Плащ-накидка для военнослужащих,Плащ-накидка,408,15 300 000.00,Открытый конкурс,Закупка состоялась
36281190-ОЛ-ОИ2,141923.710.010001,Рукавицы,14651540-1 Приобретение спецодежды и СИЗ для нужд производственных подразделений предприятия,Приобретение спецодежды и СИЗ для нужд производственных подразделений предприятия,17,17 459 620.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
36315969-ОЛ-ЗЦП1,141923.710.010001,Рукавицы,"14640556-1 Халаты, рукавицы, жилеты","Халаты, рукавицы, жилеты",13,15 317 555.08,Запрос ценовых предложений,Закупка состоялась
38587550-ОЛ-ОК1,139229.990.000002,Салфетка,15636978-1 Государственные закупки товаров для потребностей центра,Государственные закупки товаров для потребностей центра,2,23 600 000.00,Открытый конкурс,Закупка состоялась
78227755-ОК1,151219.900.000007,Снаряжение,14837881-1 Приобретение снаряжение /2230комплект/ для сотрудников Департамента полиции Туркестанской области .,Снаряжение,2230,65 705 344.40,Открытый конкурс,Закупка состоялась
76375753-ОК1,151219.900.000007,Снаряжение,13759928-1 Приобретение снаряжения для Департамента полиции Акмолинской области,Снаряжение,1245,36 683 041.05,Открытый конкурс,Закупка состоялась
80015670-ОК1,139222.200.000011,Палатка,15265510-1 Приобретение армейских палаток,Палатка,5,17 767 857.15,Открытый конкурс,Закупка состоялась
37444495-ОЛ-ОК1,139222.200.000011,Палатка,"15116127-1 Закуп палатки брезентовый полог вместимость до 40 человек, с каркасом лето","Закуп палатки брезентовый полог вместимость до 40 человек, с каркасом лето",2,51 033 928.60,Открытый конкурс,Закупка состоялась
75852362-ОК3,139222.200.000011,Палатка,14945034-1 Приобретение армейских палаток (повторная закупка),Палатка,32,46 670 400.00,Открытый конкурс,Закупка состоялась
76212243-ОК1,139222.200.000011,Палатка,14247175-1 Армейская палатка вместимостью до 40 человек,Палатка,10,40 254 464.30,Открытый конкурс,Закупка состоялась
75821494-ОК1,139222.200.000011,Палатка,13622544-2 Палатка вместимость до 40 человек,Палатка,500,729 225 000.00,Открытый конкурс,Закупка состоялась
36428587-ОЛ-ОК1,152013.510.000006,Ботинки,14684375-1 Приобретение форменного обмундирования,Приобретение форменного обмундирования,3,47 448 212.32,Открытый конкурс,Закупка состоялась
35902707-ОЛ-ОК1,152013.510.000006,Ботинки,"14479197-1 Приобретение перчаток, ботинок для ТОО ""Мангистауский атомный энергетический комбинат""","перчатки, ботинки",4,32 641 920.00,Открытый конкурс,Закупка состоялась
75996928-ОК1,152013.510.000006,Ботинки,14259252-1 Ботинки утепленные кожаные с высокими берцами для военнослужащих,Ботинки,1150,38 577 095.00,Открытый конкурс,Закупка состоялась
34165569-ОЛ-ОИ2,152013.510.000006,Ботинки,13833167-1 Приобретение форменного обмундирования (обувь),Приобретение форменного обмундирования (обувь),6,15 207 401.82,Из одного источника по несостоявшимся закупкам,Закупка состоялась
73968098-ОК1,152013.510.000006,Ботинки,13692958-1 Форменное обмундирование для ДП ВКО,Ботинки,500,15 267 855.00,Открытый конкурс,Закупка состоялась
72481629-ОК1,152013.510.000006,Ботинки,13445470-1 Государственная закупка товара для Актюбинского филиала РГКП «Военно - техническая школа Министерства обороны Республики Казахстан» способом открытого конкурса,Ботинки,3816,63 577 269.36,Открытый конкурс,Закупка состоялась
76881237-ОК1,141211.290.000029,Костюм,14120515-1 +77172-777-383. Форменная одежда для сотрудников ПД САБ,Костюм,340,26 842 758.60,Открытый конкурс,Закупка состоялась
73564018-ОК1,141211.290.000029,Костюм,"13904173-1 Государственные закупки по приобретению предметов форменного обмундирования (китель, костюм и куртка), для сотрудников Департамента полиции на транспорте МВД РК на 2025 год, согласно постановления правительства Республики Казахстан установлены изъятия из национального режима, закупки осуществляются среди физических и юридических лиц, находящихся в реестре отечественных производителей товаров.",Костюм,576,24 325 712.64,Открытый конкурс,Закупка состоялась
36281190-ОЛ-ОИ2,141212.490.000001,Брюки,14651540-1 Приобретение спецодежды и СИЗ для нужд производственных подразделений предприятия,Приобретение спецодежды и СИЗ для нужд производственных подразделений предприятия,17,17 459 620.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
73338347-ОК1,141211.390.000000,Куртка,"15514981-1 Приобретение куртка мужская, для военнослужащих, из ткани для Коммунальное государственное учреждение ""Служба обеспечения мобилизационной подготовки, территориальной обороны и гражданской защиты""",Куртка,648,34 992 000.00,Открытый конкурс,Закупка состоялась
76099093-ОК2,141211.390.000000,Куртка,15502430-1 Костюм полевой камуфлированной расцветки с фуражкой для военнослужащих,Куртка,700,42 427 000.00,Открытый конкурс,Закупка состоялась
74018000-ОК1,141211.390.000000,Куртка,"14702258-1 Приобретение форменного обмундирования РБ/Закупка у организаций, созданных общественными объединениями инвалидов",Куртка,600,21 803 574.00,Открытый конкурс,Закупка состоялась
73815948-ОК1,141211.390.000000,Куртка,14660682-1 Государственные закупки вещевого имущества для военнослужащих Национальной гвардии Республики Казахстан на 2025 год способом открытого конкурса,Куртка,2770,53 923 479.20,Открытый конкурс,Закупка состоялась
76099093-ОК1,141211.390.000000,Куртка,14316146-1 Костюм полевой камуфлированной расцветки с фуражкой для военнослужащих,Куртка,700,42 427 000.00,Открытый конкурс,Закупка состоялась
