№ лота,Код ТРУ,Наименование товара,Наименование объявления,Наименование и описание лота,Кол-во,"Сумма, тг.",Способ закупки,Статус
74372786-ОК1,262013.000.000024,Станция рабочая вычислительная,"14304853-2 Приобретение ноутбуков и рабочих станций Заказчик: ГУ ""Департамент по чрезвычайным ситуациям Павлодарской области Министерства по чрезвычайным ситуациям Республики Казахстан""",Станция рабочая История,45,23 112 000.00,Открытый конкурс,Закупка состоялась
76441995-ОИ9,289212.500.000002,Машина бурильно-крановая на базе автошасси,"14678363-1 Покупка бурильная машина Заказчик: ГУ ""Управление сельского хозяйства Туркестанской области""",Машина бурильно-крановая История,1,133 928 571.42,Из одного источника по несостоявшимся закупкам,Закупка состоялась
77669345-ОК2,266011.190.000013,Рентген установка мобильная,"15150481-1 О проведении государственной закупки товара для РГКП «Центр олимпийской подготовки «Алматы» Комитета по делам спорта и физической культуры Министерства туризма и спорта Республики Казахстан» Заказчик: РГКП ""ЦОП ""Алматы"" КДСФК МТС РК.""",Рентген установка История,10,94 809 600.00,Открытый конкурс,Закупка состоялась
76558261-ОК2,263060.000.000045,"Кнопка тревожной сигнализации, с фиксацией","15012123-1 Государственная закупка для КГУ ""Отдел образования по городу Кызылорда"" управления образования Кызылординской области"" Заказчик: КГУ ""Отдел образования по городу Кызылорда"" управления образования Кызылординской области""",Кнопка История,34,16 256 250.00,Открытый конкурс,Закупка состоялась
75003244-ЗЦП2,271210.300.000002,Выключатель нагрузки вакуумный,"13755024-1 Государственная закупка для АО ""КРЭК"" Заказчик: АО ""КРЭК""",Выключатель нагрузки История,1,15 000 000.00,Запрос ценовых предложений,Закупка состоялась
74071930-ОК2,271240.900.000005,Аппарат коммутационный контактный,"14928430-1 Приобретение коммутационного оборудования Заказчик: Государственное учреждение ""Высшая аудиторская палата Республики Казахстан""",Аппарат коммутационный История,13,65 464 125.87,Открытый конкурс,Закупка состоялась
80865762-ЗЦП2,281314.900.000097,"Насос скважинный штанговый, с втулочным цилиндром и металлическим плунжером, подача до 95 м3/ч","15660450-1 Погружной канализационный насос c установкой Заказчик: КГП ""Жылу"" акимата Карабалыкского района",Насос История,1,24 604 988.00,Запрос ценовых предложений,Закупка состоялась
34371037-ОЛ-ЗЦП1,282913.500.000003,"Фильтр воздушный, для специальной и специализированной техники","13890137-1 Закупка запасных частей для Троллейбусного парка №1 ТОО Алматыэлектротранс Заказчик: ТОО ""Алматыэлектротранс""",Закупка запасных частей для Троллейбусного парка №1 ТОО Алматыэлектротранс История,4,24 380 000.00,Запрос ценовых предложений,Закупка состоялась
76596939-ОК2,292023.300.000015,"Полуприцеп-тяжеловоз грузоподъемность более 38 т, но не более 45 т","14099631-1 Приобретение прицепа (тралл) с грузоподьемностью не менее 40 тонн Заказчик: КГП на ПХВ ""Специализированное многоотраслевое предприятие Толе би"" отдела жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог акимата Шуского района""",Полуприцеп-тяжеловоз История,1,15 178 571.43,Открытый конкурс,Закупка состоялась
77070469-ОК2,292023.300.000015,"Полуприцеп-тяжеловоз грузоподъемность более 38 т, но не более 45 т","14058770-1 Тяжеловозная прицепная техника (трал) Заказчик: РГП ""Казводхоз""",Полуприцеп-тяжеловоз История,2,46 000 000.00,Открытый конкурс,Закупка состоялась
73759062-ОК2,292023.300.000015,"Полуприцеп-тяжеловоз грузоподъемность более 38 т, но не более 45 т","13922869-1 Государственные закупки для КГП на ПХВ ""Табигат"" управления природных ресурсов и регулирования природопользования Атырауской области Заказчик: Коммунальное государственное предприятие на праве хозяйственного ведения ""Табигат"" управления природных ресурсов и регулирования природопользования Атырауской области",Полуприцеп-тяжеловоз История,2,43 000 000.00,Открытый конкурс,Закупка состоялась
73374593-ОК2,293230.990.000204,"Комплект ремонтный для специальной и специализированной техники, двигателя","14700043-1 Единый комплекс механической очистки Заказчик: Государственное коммунальное предприятие на праве хозяйственного ведения ""Астана су арнасы"" акимата города Астаны",Комплект ремонтный История,1,200 113 684.00,Открытый конкурс,Закупка состоялась
38125813-ОЛ-ЗЦП1,282520.900.000002,Вентилятор вытяжной,"15424406-1 Приобретение запасных частей Заказчик: РГП ""Больница МЦ УДП РК""",Запасные части История,22,30 698 159.94,Запрос ценовых предложений,Закупка состоялась
76157078-ЗЦП2,281331.000.000127,"Колесо для насоса, рабочее","15809710-1 Рабочее колесо на насос PL7081 Заказчик: ГКП на ПХВ ""Elorda Eco System""",Колесо История,2,19 235 428.58,Запрос ценовых предложений,Закупка состоялась
38515143-ОЛ-ОК1,281331.000.000127,"Колесо для насоса, рабочее","15603200-1 Рабочее колесо для насосов Flygt (КНС 93,26,54,168,113,134,27,29,39,90,11,50,214,Мастер 2,105) Заказчик: Государственное коммунальное предприятие на праве хозяйственного ведения ""Астана су арнасы"" акимата города Астаны","Рабочее колесо для насосов Flygt (КНС 93,26,54,168,113,134,27,29,39,90,11,50,214, Мастер 2,105) История",8,15 389 693.68,Открытый конкурс,Закупка состоялась
79497959-ОК3,289212.500.000003,Установка буровая с дизельным приводом,"15613843-1 Установка для восстановления старых трубопроводов методом гидравлического разрушения Заказчик: ТОО ""Қарағанды Су""",Установка буровая История,1,40 387 680.00,Открытый конкурс,Закупка состоялась
36565934-ОЛ-ОК1,273213.700.000046,"Кабель марка ВВГн, напряжение не более 1 000 В","14739226-1 Приобретение Кабель, Проводов для ТОО ""Мангистауский атомный энергетический комбинат"" Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""","Кабель, Провод История",68,39 323 137.30,Открытый конкурс,Закупка состоялась
38332929-ОЛ-ОК1,281331.000.000151,Комплект запасных частей инструментов и принадлежностей для насоса воздушного/вакуумного,"15520632-1 Базовый ремонтный комплект (КНС 93,152,41,3) Заказчик: Государственное коммунальное предприятие на праве хозяйственного ведения ""Астана су арнасы"" акимата города Астаны","Базовый ремонтный комплект (КНС 93,152,41,3) История",4,15 646 169.62,Открытый конкурс,Закупка состоялась
38071015-ОЛ-ОК1,281331.000.000151,Комплект запасных частей инструментов и принадлежностей для насоса воздушного/вакуумного,"15400036-1 Базовый ремонтный комплект (КНС 1,26,54,168,113,134,90,9,10,215) Заказчик: Государственное коммунальное предприятие на праве хозяйственного ведения ""Астана су арнасы"" акимата города Астаны","Базовый ремонтный комплект (КНС 1,26,54,168,113,134,90,9,10,215) История",3,15 679 259.74,Открытый конкурс,Закупка состоялась
76503951-ОК2,292023.900.000003,"Прицеп грузоподъемность более 700 кг, но не более 3000 кг","14224215-1 Специализированное транспортное средство (прицеп) Заказчик: Филиал РГП на ПХВ ""Национальной центр экспертизы"" КСЭК МЗ РК по Жамбылской области",Прицеп История,1,18 068 750.00,Открытый конкурс,Закупка состоялась
79375855-ЗЦП2,262015.000.000006,Устройство сбора данных телеметрии для сбора измерительной информации с приборов контроля и учета,"14979732-1 Закуп запчастей (СГМ повтор) Заказчик: ТОО ""Қарағанды Су""",Устройство сбора данных телеметрии История,1,20 455 360.00,Запрос ценовых предложений,Закупка состоялась
76064277-ЗЦП2,273313.900.000058,Зажим прокалывающий для соединения проводников,"13755024-1 Государственная закупка для АО ""КРЭК"" Заказчик: АО ""КРЭК""",Зажим прокалывающий История,4017,17 299 210.50,Запрос ценовых предложений,Закупка состоялась
35677773-ОЛ-ЗЦП1,282514.190.000000,Фильтр пылеулавливающий,"14392499-1 Запасные части для ВОЗДУШНЫЕ ФИЛЬТРА (техническая служба) Заказчик: РГП на ПХВ ""Дирекция административных зданий Администрации Президента и Правительства РК"" УДП РК""",Запасные части для ВОЗДУШНЫЕ ФИЛЬТРА (техническая служба) История,42,30 117 500.00,Запрос ценовых предложений,Закупка состоялась
78840221-ОК2,282912.300.000036,"Оборудование для фильтрования периодического действия, работающее под давлением столба насоса","14992559-1 Приобретение товара (Оборудование для фильтрования)/ Заказчик: ТОО ""Мангистауский атомный энергетический комбинат""",Оборудование для фильтрования История,1,15 247 000.00,Открытый конкурс,Закупка состоялась
78567061-ОК2,282912.300.000036,"Оборудование для фильтрования периодического действия, работающее под давлением столба насоса","14566809-1 Приобретение комплексного блок-модуля очистки воды для сел Айыртауского района СКО Заказчик: Коммунальное государственное учреждение ""Отдел архитектуры, строительства, жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог акимата Айыртауского района Северо-Казахстанской области""",Оборудование для фильтрования История,7,54 999 999.95,Открытый конкурс,Закупка состоялась
76088404-ОК2,282912.300.000036,"Оборудование для фильтрования периодического действия, работающее под давлением столба насоса","14038750-1 Приобретение комплексного блок-модуля очистки воды для сел Айыртауского района СКО Заказчик: Коммунальное государственное учреждение ""Отдел архитектуры, строительства, жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог акимата Айыртауского района Северо-Казахстанской области""",Оборудование для фильтрования История,10,78 571 428.50,Открытый конкурс,Закупка состоялась
74813198-ОК1,303032.000.000007,Аппарат летательный беспилотный самолетного типа,"14301702-2 Комплекс мониторинга земной поверхности (Беспилотный летательный аппарат, носимый наземный пункт управления, средства технического обслуживания) Заказчик: ГУ ""Департамент по чрезвычайным ситуациям Актюбинской области Министерства по чрезвычайным ситуациям Республики Казахстан""",Аппарат летательный беспилотный История,1,23 428 579.46,Открытый конкурс,Закупка состоялась
75544385-АУК5,283060.300.000013,"Установка дезинфекционная для дезинфекции и дезинсекции производственных/сельскохозяйственных/пищевых помещений, без автомобиля",14874467-1 Приобретение специализированного транспортного средства(прицеп) Заказчик: Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Мангистауской области,Установка дезинфекционная История,1,18 068 750.00,Аукцион,Закупка состоялась
72657844-ОК2,282511.300.000014,Аппарат теплообменный кожухотрубчатый,"13945065-1 Закуп ""Трубный пучок подогревателей низкого давления для АО ""Астана-Энергия"" Заказчик: АО ""Астана-Энергия""",Аппарат теплообменный История,1,26 091 517.00,Открытый конкурс,Закупка состоялась
73777895-ОК2,271231.990.000008,Шкаф серверный высота 42 U,"15441774-1 Приобретение комплектный микро-ЦОД (согл.тех.спец) Заказчик: КГУ ""Центр информационных технологий"" ГУ ""Управление цифровых технологий области Жетісу""",Шкаф серверный История,1,15 788 303.57,Открытый конкурс,Закупка состоялась
79676937-ОК2,271231.990.000008,Шкаф серверный высота 42 U,"15257861-2 Приобретение шкаф телекоммуникационный/серверный/ Заказчик: Государственное учреждение ""Департамент полиции Атырауской области Министерства внутренних дел Республики Казахстан""",Шкаф серверный История,7,21 496 964.23,Открытый конкурс,Закупка состоялась
76124931-ОК2,271231.990.000008,Шкаф серверный высота 42 U,"15130897-1 Системы монтажных конструкции для Центра обработки данных Заказчик: НАО ""КМУ""",Шкаф серверный История,1,63 912 705.00,Открытый конкурс,Закупка состоялась
80751030-ОИ2,271143.300.000058,"Подстанция трансформаторная комплектная мощность 250 кВА, с масляным трансформатором","15664324-1 Атырау РТС нысанындағы екі дана 250/6/0,4 кВ КТП-ні 250/6/0,4 кВ КТПН-ға іске қосу-реттеу жұмыстарымен ауыстыру Заказчик: Филиал АО ""Казтелерадио"" ""Западный""",Подстанция трансформаторная комплектная История,2,15 000 000.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
78731625-ОИ2,271143.300.000058,"Подстанция трансформаторная комплектная мощность 250 кВА, с масляным трансформатором","14604250-1 Подстанция трансформаторная комплектная(Эн.инвест) Заказчик: Туркестанский филиал Республиканского государственного предприятия на праве хозяйственного ведения ""Казводхоз"" Министерства водных ресурсов и ирригации Республики Казахстан",Подстанция трансформаторная комплектная История,6,17 227 692.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
37540534-ОЛ-ОИ2,271231.900.000036,Станция управления насосами для управления трехфазным асинхронным электродвигателем погружного насоса,"15171439-1 Закуп оборудований (насос, станция управления насосами). Заказчик: РГУ ""Алматинская районная эксплуатационная часть"" Министерства обороны Республики Казахстан""","Закуп оборудований (насос, станция управления насосами). История",7,16 282 600.00,Из одного источника по несостоявшимся закупкам,Закупка состоялась
79501734-ЗЦП5,271231.900.000036,Станция управления насосами для управления трехфазным асинхронным электродвигателем погружного насоса,"15110258-1 Станция управления насосами Заказчик: КГУ ""Жасыл аймақ"" управления природных ресурсов и регулирования природопользования Туркестанской области",Станция управления насосами История,1,19 930 500.00,Запрос ценовых предложений,Закупка состоялась
78871525-ЗЦП2,282111.500.000002,Горелка комбинированная,"14683960-1 Оборудование для теплохозяйство (горелки) Заказчик: РГУ ""Алматинская районная эксплуатационная часть"" Министерства обороны Республики Казахстан""",Горелка История,2,30 000 000.00,Запрос ценовых предложений,Закупка состоялась
73227662-ОК2,282111.500.000002,Горелка комбинированная,"13814971-1 Государственная закупка для ГКП ""КТЭЦ"" на ПХВ управления энергетики и жилищно-коммунального хозяйства Кызылординской области Заказчик: ГКП ""КТЭЦ"" на ПХВ управления энергетики и жилищно-коммунального хозяйства Кызылординской области",Горелка История,7,44 225 258.00,Открытый конкурс,Закупка состоялась
72968196-ОК3,302040.300.000461,Колодка тормозная для вагонов метрополитена,"14486166-1 Запасные части для электропоездов «Huyndai-Rotem Заказчик: КГП ""Метрополитен""",Колодка тормозная История,1008,50 805 468.00,Открытый конкурс,Закупка состоялась
78402730-ОК2,272022.900.000005,"Аккумулятор для ИБП, напряжение 12 В, емкость 1,2-7 А/ч, свинцово-кислотный","14697225-1 Аккумуляторные батареи для ИБП МЦОД Заказчик: Государственное учреждение ""Комитет по правовой статистике и специальным учетам Генеральной прокуратуры Республики Казахстан""",Аккумулятор История,80,25 242 856.80,Открытый конкурс,Закупка состоялась
81132991-ОК1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"15717644-1 Система мультимедийная образовательная Заказчик: ГУ ""Хромтауский районный отдел экономики и финансов Актюбинской области""",Система мультимедийная образовательная История,24,45 600 000.00,Открытый конкурс,Закупка состоялась
71462725-ОК2,262030.100.000013,Система мультимедийная образовательная для учреждений образования,15464391-2 Приобретение кабинета студии видеосъемки для университета Заказчик: НАО «КазНацЖенПУ»,Система мультимедийная образовательная История,1,72 278 571.43,Открытый конкурс,Закупка состоялась
80407471-ОК1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"15443757-1 Система мультимедийная образовательная Заказчик: ГКП на ПХВ ""Школа-лицей № 85 имени шейха Тамима бен Хамада аль-Тани"" акимата города Астаны",Система мультимедийная образовательная История,10,15 000 000.00,Открытый конкурс,Закупка состоялась
80305345-ЗЦП1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"15381236-1 Система мультимедийная образовательная,интерактивная панель по тех спец диагональ экрана 75 дюйм Заказчик: Комммунальное государственное казенное предприятие ""Ясли-сад ""Сыр еркесі"" отдела образования по городу Кызылорда управления образования Кызылординской области",Система мультимедийная образовательная История,12,15 600 000.00,Запрос ценовых предложений,Закупка состоялась
79145505-ЗЦП1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"15380736-1 Система мультимедийная образовательная, диагональ экрана 75 дюйм Заказчик: Коммунальное государственное казенное предприятие ""Ясли-детский сад ""Күнекей"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Система мультимедийная образовательная История,16,20 800 000.00,Запрос ценовых предложений,Закупка состоялась
74121216-ОК1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"15302864-1 приобретение интерактивного дисплея Заказчик: НАО ""Казахский национальный аграрный исследовательский университет""",Система мультимедийная образовательная История,27,32 544 642.78,Открытый конкурс,Закупка состоялась
80074187-ОК1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"15285588-1 Система мультимедийная для производства учебных видеоматериалов Заказчик: НАО ""Костанайский региональный университет имени Ахмет Байтұрсынұлы""",Система мультимедийная образовательная История,1,27 775 274.00,Открытый конкурс,Закупка состоялась
78864143-ОК1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"15247950-2 Государственная закупка мультимедийной образовательной системы (ДИТ) Заказчик: НАО ""КазНУ имени Аль-Фараби""",Система мультимедийная образовательная История,140,75 000 000.60,Открытый конкурс,Закупка состоялась
79671839-ОК1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"15130717-1 Приобретение моноблоков согласно технической спецификации Заказчик: ГКП на ПХВ ""Школа-гимназия №69 имени Кемеля Акишева"" акимата города Астаны.",Система мультимедийная образовательная История,50,21 428 571.50,Открытый конкурс,Закупка состоялась
79671870-ОК1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"15129467-1 Приобретение интерактивной панели согласно технической спецификации Заказчик: ГКП на ПХВ ""Школа-гимназия №69 имени Кемеля Акишева"" акимата города Астаны.",Система мультимедийная образовательная История,50,66 964 285.50,Открытый конкурс,Закупка состоялась
78845601-ОК1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"14655619-2 Приобретение наружнего светодиодного экрана. Заказчик: Государственное коммунальное казенное предприятие ""Городской дом культуры"" при коммунальном государственном учреждении ""Отдел культуры, развития языков, физической культуры и спорта акимата города Петропавловска""",Система мультимедийная образовательная История,1,44 642 857.14,Открытый конкурс,Закупка состоялась
74202957-ОК3,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"14582972-1 Оснащение «118 кабинета» Заказчик: НАО ""КазНМУ""",Система мультимедийная образовательная История,1,40 179 186.61,Открытый конкурс,Закупка состоялась
74201582-ОК2,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"14437308-1 Оснащение «Малого зала» Заказчик: НАО ""КазНМУ""",Система мультимедийная образовательная История,1,25 395 711.61,Открытый конкурс,Закупка состоялась
75083111-ОК1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"14082057-1 Приобретение системы мультимедийной образовательной Заказчик: Коммунальное государственное предприятие на праве хозяйственного ведения ""Высший медицинский колледж"" Управления общественного здравоохранения города Алматы",Система мультимедийная образовательная История,16,26 400 000.00,Открытый конкурс,Закупка состоялась
77284025-ОК1,262030.100.000013,Система мультимедийная образовательная для учреждений образования,"14012599-1 Приобретение товаров по информатизаций. Заказчик: Коммунальное государственное учреждение ""Международная школа № 81 ""Astana English School"" акимата города Астаны",Система мультимедийная образовательная История,29,43 500 000.00,Открытый конкурс,Закупка состоялась
37016524-ОЛ-ЗЦП1,271231.900.000045,"Щит освещения для приема и распределения электрической энергии трехфазного переменного тока, встраиваемый","14926417-1 согласно тех специфике Заказчик: РГУ ""Жамбылская районная эксплуатационная часть"" Министерства обороны Республики Казахстан",согласно тех специфике История,8,29 848 450.00,Запрос ценовых предложений,Закупка состоялась
80761360-ОК1,271143.500.000033,"Подстанция трансформаторная комплектная мощность 630 кВА, с масляным трансформатором","15596905-1 Приобретение КТПН для ГКП ""Мангыстауэнерго"" Заказчик: ГКП ""Мангистау Жылу"" акимата Мунайлинского района",Подстанция трансформаторная комплектная История,5,23 874 441.95,Открытый конкурс,Закупка состоялась
79640493-ОК2,262015.000.000019,Блок обработки видеосигнала для системы эндоскопической визуализации,"15674427-1 Цифровой контролер в комплекте Заказчик: ГКП на ПХВ ""Городская многопрофильная больница № 2"" акимата города Астана",Блок обработки видеосигнала История,1,29 283 200.00,Открытый конкурс,Закупка состоялась
34747029-ОЛ-ЗЦП1,281331.000.000104,Втулка для центробежного насоса,"14040731-1 Приобретение запасных частей и комплектующих на багерные насосы Заказчик: Государственное коммунальное предприятие на праве хозяйственного ведения ""Кокшетау Жылу"" при акимате города Кокшетау",Приобретение запасных частей и комплектующих на багерные насосы История,6,29 402 600.00,Запрос ценовых предложений,Закупка состоялась
74947113-ОК2,263023.900.000008,Оборудование цифровых радиорелейных линий для беспроводной передачи данных,"14724804-1 Приобретение радиорелейной станции Заказчик: ТОО ""Западно-Казахстанская региональная электросетевая компания""",Оборудование цифровых радиорелейных линий История,1,17 403 505.00,Открытый конкурс,Закупка состоялась
79811897-ОК2,271150.700.000001,"Преобразователь многопараметрический, сенсорный","15217054-1 Цифровой преобразователь гистологических стекол (гистологический сканер) Заказчик: Коммунальное государственное предприятие на праве хозяйственного ведения Восточно-Казахстанский областной многопрофильный ""Центр Онкологии и Хирургии"" управления здравоохранения Восточно-Казахстанской области",Преобразователь История,1,58 675 000.00,Открытый конкурс,Закупка состоялась
77228834-ЗЦП2,292023.300.000017,"Полуприцеп-тяжеловоз грузоподъемность более 50 т, но не более 60 т","15415722-1 Приобретение тралла для тягача Заказчик: Государственное учреждение ""Махамбетский районный отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог""",Полуприцеп-тяжеловоз История,1,22 767 857.14,Запрос ценовых предложений,Закупка состоялась
78123131-ОК2,292023.300.000017,"Полуприцеп-тяжеловоз грузоподъемность более 50 т, но не более 60 т","14757565-1 Приобретение транспортных средств Заказчик: ГУ ""Департамент по чрезвычайным ситуациям области Ұлытау Министерства по чрезвычайным ситуациям Республики Казахстан""",Полуприцеп-тяжеловоз История,1,35 000 000.00,Открытый конкурс,Закупка состоялась
78968518-ЗЦП2,292023.300.000017,"Полуприцеп-тяжеловоз грузоподъемность более 50 т, но не более 60 т",14736843-1 приобретение спецтранспорта трал Заказчик: ГКП на ПХВ «Алматыоблводхоз» ГУ «Управление водных ресурсов и ирригации Алматинской области»,Полуприцеп-тяжеловоз История,1,20 000 000.00,Запрос ценовых предложений,Закупка состоялась
77659414-ОК2,292023.300.000017,"Полуприцеп-тяжеловоз грузоподъемность более 50 т, но не более 60 т",14389171-1 Приобретение полуприцеп тяжеловоз Заказчик: ГКП на ПХВ «Алматыоблводхоз» ГУ «Управление водных ресурсов и ирригации Алматинской области»,Полуприцеп-тяжеловоз История,1,20 000 000.00,Открытый конкурс,Закупка состоялась
76589421-ОК3,292023.300.000017,"Полуприцеп-тяжеловоз грузоподъемность более 50 т, но не более 60 т","14315949-1 Государственные закупки согласно конкурсной документации (Приобретение полуприцепа Заказчик: КГУ ""Жамбыл су қоймалары управления природных ресурсов и регулирования природопользования акимата Жамбылской области""",Полуприцеп-тяжеловоз История,1,18 750 000.00,Открытый конкурс,Закупка состоялась
77415817-ОК2,292023.300.000017,"Полуприцеп-тяжеловоз грузоподъемность более 50 т, но не более 60 т","14174820-1 Приобретение трала 4-осьного Заказчик: коммунальное государственное учреждение ""Маралдинское учреждение лесного хозяйства Управления природных ресурсов и регулирования природопользования Акмолинской области""",Полуприцеп-тяжеловоз История,1,22 321 428.57,Открытый конкурс,Закупка состоялась
78890845-ОК3,262030.100.000053,Уничтожитель бумаги и дисков степень секретности 7,"15028165-1 Промышленный уничтожитель бумаг Заказчик: ТОО ""Казстройсистема""",Уничтожитель бумаги и дисков История,1,29 236 651.79,Открытый конкурс,Закупка состоялась
79595620-ОК1,281314.130.000001,"Насос для воды и других чистых, химически нейтральных жидкостей, горизонтальный одноступенчатый с колесом двухстороннего входа, подача 100-12500 м3/ч","15176555-2 Насосный агрегат горизонтальный, центробежный двухстороннего входа . Заказчик: Филиал ""Есиль су"" Республиканского государственного предприятия на праве хозяйственного ведения ""Казводхоз"" Министерства водных ресурсов и ирригации Республики Казахстан",Насос История,1,25 000 000.00,Открытый конкурс,Закупка состоялась
78496386-ЗЦП2,281314.130.000001,"Насос для воды и других чистых, химически нейтральных жидкостей, горизонтальный одноступенчатый с колесом двухстороннего входа, подача 100-12500 м3/ч","14896628-1 Сетевой насосный агрегат 1250/140/11 в комплекте с электродвигателем (710 кВт) и ответными фланцами, ГОСТ Р 54806-2011 Заказчик: Государственное коммунальное предприятие на праве хозяйственного ведения ""Кокшетау Жылу"" при акимате города Кокшетау",Насос История,1,26 681 696.00,Запрос ценовых предложений,Закупка состоялась
78765652-ОК1,281314.130.000001,"Насос для воды и других чистых, химически нейтральных жидкостей, горизонтальный одноступенчатый с колесом двухстороннего входа, подача 100-12500 м3/ч",14747758-2 Электронасосный агрегат на раме с электродвигателем Заказчик: АО «Шығыс Жылу»,Насос История,1,29 477 050.00,Открытый конкурс,Закупка состоялась
77954785-ОК3,281314.130.000001,"Насос для воды и других чистых, химически нейтральных жидкостей, горизонтальный одноступенчатый с колесом двухстороннего входа, подача 100-12500 м3/ч","14787412-1 «Повторное приобретение Насос сетевой типа Д, 3 200 с электродвигателем для АО Астана-Энергия»» Заказчик: АО ""Астана-Энергия""",Насос История,1,68 750 000.00,Открытый конкурс,Закупка состоялась
77313541-ОК2,281314.130.000001,"Насос для воды и других чистых, химически нейтральных жидкостей, горизонтальный одноступенчатый с колесом двухстороннего входа, подача 100-12500 м3/ч",14397272-1 Государственные закупки для КГП «Атырау облысы Су Арнасы» государственного учреждения «Управление энергетики и жилищно-коммунального хозяйства Атырауской области» Заказчик: КГП «Атырау облысы Су Арнасы» государственного учреждения «Управление энергетики и жилищно-коммунального хозяйства Атырауской области»,Насос История,2,43 103 571.44,Открытый конкурс,Закупка состоялась
